id,label
http://www.orpha.net/ORDO/Orphanet_100986,Autosomal recessive spastic paraplegia type 5A
http://www.orpha.net/ORDO/Orphanet_100988,Autosomal dominant spastic paraplegia type 6
http://www.orpha.net/ORDO/Orphanet_100989,Autosomal dominant spastic paraplegia type 8
http://www.orpha.net/ORDO/Orphanet_100991,Autosomal dominant spastic paraplegia type 10
http://www.orpha.net/ORDO/Orphanet_100993,Autosomal dominant spastic paraplegia type 12
http://www.orpha.net/ORDO/Orphanet_100994,Autosomal dominant spastic paraplegia type 13
http://www.orpha.net/ORDO/Orphanet_100995,Autosomal recessive spastic paraplegia type 14
http://www.orpha.net/ORDO/Orphanet_100996,Autosomal recessive spastic paraplegia type 15
http://www.orpha.net/ORDO/Orphanet_100997,X-linked spastic paraplegia type 16
http://www.orpha.net/ORDO/Orphanet_100998,Autosomal dominant spastic paraplegia type 17
http://www.orpha.net/ORDO/Orphanet_100999,Autosomal dominant spastic paraplegia type 19
http://www.orpha.net/ORDO/Orphanet_101,Dentatorubral pallidoluysian atrophy
http://www.orpha.net/ORDO/Orphanet_1010,Autosomal dominant palmoplantar keratoderma and congenital alopecia
http://www.orpha.net/ORDO/Orphanet_101000,Autosomal recessive spastic paraplegia type 20
http://www.orpha.net/ORDO/Orphanet_101001,Autosomal recessive spastic paraplegia type 21
http://www.orpha.net/ORDO/Orphanet_101003,Autosomal recessive spastic paraplegia type 23
http://www.orpha.net/ORDO/Orphanet_101004,Autosomal recessive spastic paraplegia type 24
http://www.orpha.net/ORDO/Orphanet_101005,Autosomal recessive spastic paraplegia type 25
http://www.orpha.net/ORDO/Orphanet_101006,Autosomal recessive spastic paraplegia type 26
http://www.orpha.net/ORDO/Orphanet_101007,Autosomal recessive spastic paraplegia type 27
http://www.orpha.net/ORDO/Orphanet_101008,Autosomal recessive spastic paraplegia type 28
http://www.orpha.net/ORDO/Orphanet_101009,Autosomal dominant spastic paraplegia type 29
http://www.orpha.net/ORDO/Orphanet_101010,Autosomal spastic paraplegia type 30
http://www.orpha.net/ORDO/Orphanet_101011,Autosomal dominant spastic paraplegia type 31
http://www.orpha.net/ORDO/Orphanet_101016,Romano-Ward syndrome
http://www.orpha.net/ORDO/Orphanet_101023,Cleft hard palate
http://www.orpha.net/ORDO/Orphanet_101028,Transaldolase deficiency
http://www.orpha.net/ORDO/Orphanet_101039,Female restricted epilepsy with intellectual disability
http://www.orpha.net/ORDO/Orphanet_101046,Autosomal dominant epilepsy with auditory features
http://www.orpha.net/ORDO/Orphanet_101063,Situs inversus totalis
http://www.orpha.net/ORDO/Orphanet_101068,Congenital stromal corneal dystrophy
http://www.orpha.net/ORDO/Orphanet_101075,X-linked Charcot-Marie-Tooth disease type 1
http://www.orpha.net/ORDO/Orphanet_101076,X-linked Charcot-Marie-Tooth disease type 2
http://www.orpha.net/ORDO/Orphanet_101077,X-linked Charcot-Marie-Tooth disease type 3
http://www.orpha.net/ORDO/Orphanet_101078,X-linked Charcot-Marie-Tooth disease type 4
http://www.orpha.net/ORDO/Orphanet_101081,Charcot-Marie-Tooth disease type 1A
http://www.orpha.net/ORDO/Orphanet_101082,Charcot-Marie-Tooth disease type 1B
http://www.orpha.net/ORDO/Orphanet_101083,Charcot-Marie-Tooth disease type 1C
http://www.orpha.net/ORDO/Orphanet_101084,Charcot-Marie-Tooth disease type 1D
http://www.orpha.net/ORDO/Orphanet_101085,Charcot-Marie-Tooth disease type 1F
http://www.orpha.net/ORDO/Orphanet_101097,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness
http://www.orpha.net/ORDO/Orphanet_101101,Charcot-Marie-Tooth disease type 2B2
http://www.orpha.net/ORDO/Orphanet_101102,Charcot-Marie-Tooth disease type 2H
http://www.orpha.net/ORDO/Orphanet_101108,Spinocerebellar ataxia type 23
http://www.orpha.net/ORDO/Orphanet_101109,Spinocerebellar ataxia type 28
http://www.orpha.net/ORDO/Orphanet_101110,Spinocerebellar ataxia type 20
http://www.orpha.net/ORDO/Orphanet_101111,Spinocerebellar ataxia type 25
http://www.orpha.net/ORDO/Orphanet_101112,Spinocerebellar ataxia type 26
http://www.orpha.net/ORDO/Orphanet_101150,Autosomal recessive dopa-responsive dystonia
http://www.orpha.net/ORDO/Orphanet_101206,Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome
http://www.orpha.net/ORDO/Orphanet_101330,Porphyria cutanea tarda
http://www.orpha.net/ORDO/Orphanet_101334,African tick typhus
http://www.orpha.net/ORDO/Orphanet_101351,Familial isolated congenital asplenia
http://www.orpha.net/ORDO/Orphanet_1014,Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
http://www.orpha.net/ORDO/Orphanet_101685,Rare non-syndromic intellectual disability
http://www.orpha.net/ORDO/Orphanet_101932,Anomaly of the mitral subvalvular apparatus
http://www.orpha.net/ORDO/Orphanet_102,Multiple system atrophy
http://www.orpha.net/ORDO/Orphanet_1020,Early-onset autosomal dominant Alzheimer disease
http://www.orpha.net/ORDO/Orphanet_1021,Amaurosis-hypertrichosis syndrome
http://www.orpha.net/ORDO/Orphanet_102379,Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent
http://www.orpha.net/ORDO/Orphanet_102381,Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor
http://www.orpha.net/ORDO/Orphanet_102724,Acute myeloid leukemia with t(8;21)(q22;q22) translocation
http://www.orpha.net/ORDO/Orphanet_1028,Amelo-onycho-hypohidrotic syndrome
http://www.orpha.net/ORDO/Orphanet_1031,Enamel-renal syndrome
http://www.orpha.net/ORDO/Orphanet_1035,Beta-mercaptolactate cysteine disulfiduria
http://www.orpha.net/ORDO/Orphanet_103907,Chronic diarrhea due to glucoamylase deficiency
http://www.orpha.net/ORDO/Orphanet_103908,Congenital sodium diarrhea
http://www.orpha.net/ORDO/Orphanet_103909,Trehalase deficiency
http://www.orpha.net/ORDO/Orphanet_103910,Congenital enterocyte heparan sulfate deficiency
http://www.orpha.net/ORDO/Orphanet_103918,Tropical pancreatitis
http://www.orpha.net/ORDO/Orphanet_103920,Undetermined colitis
http://www.orpha.net/ORDO/Orphanet_104,Leber hereditary optic neuropathy
http://www.orpha.net/ORDO/Orphanet_1040,Metaphyseal anadysplasia
http://www.orpha.net/ORDO/Orphanet_104075,Adenocarcinoma of the small intestine
http://www.orpha.net/ORDO/Orphanet_104076,Leiomyosarcoma of small intestine
http://www.orpha.net/ORDO/Orphanet_1041,Hydrops fetalis
http://www.orpha.net/ORDO/Orphanet_1046,Lethal hemolytic anemia-genital anomalies syndrome
http://www.orpha.net/ORDO/Orphanet_1048,Isolated anencephaly/exencephaly
http://www.orpha.net/ORDO/Orphanet_105,Atresia of urethra
http://www.orpha.net/ORDO/Orphanet_1051,Ramos-Arroyo syndrome
http://www.orpha.net/ORDO/Orphanet_1052,Mosaic variegated aneuploidy syndrome
http://www.orpha.net/ORDO/Orphanet_1053,Vein of Galen aneurysmal malformation
http://www.orpha.net/ORDO/Orphanet_1054,Aneurysm of sinus of Valsalva
http://www.orpha.net/ORDO/Orphanet_1055,Congenital left ventricular aneurysm
http://www.orpha.net/ORDO/Orphanet_1059,Blue rubber bleb nevus
http://www.orpha.net/ORDO/Orphanet_1062,Hereditary neurocutaneous malformation
http://www.orpha.net/ORDO/Orphanet_1063,Tufted angioma
http://www.orpha.net/ORDO/Orphanet_1064,Aniridia-renal agenesis-psychomotor retardation syndrome
http://www.orpha.net/ORDO/Orphanet_1065,Aniridia-cerebellar ataxia-intellectual disability syndrome
http://www.orpha.net/ORDO/Orphanet_1067,Aniridia-ptosis-intellectual disability-familial obesity syndrome
http://www.orpha.net/ORDO/Orphanet_1068,Aniridia-intellectual disability syndrome
http://www.orpha.net/ORDO/Orphanet_1069,Aniridia-absent patella syndrome
http://www.orpha.net/ORDO/Orphanet_107,BOR syndrome
http://www.orpha.net/ORDO/Orphanet_1070,Anisakiasis
http://www.orpha.net/ORDO/Orphanet_1071,Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
http://www.orpha.net/ORDO/Orphanet_1077,Dental ankylosis
http://www.orpha.net/ORDO/Orphanet_1078,Thumb stiffness-brachydactyly-intellectual disability syndrome
http://www.orpha.net/ORDO/Orphanet_108,Babesiosis
http://www.orpha.net/ORDO/Orphanet_1083,Microlissencephaly
http://www.orpha.net/ORDO/Orphanet_1084,Isolated lissencephaly type 1 without known genetic defects
http://www.orpha.net/ORDO/Orphanet_109,Bannayan-Riley-Ruvalcaba syndrome
http://www.orpha.net/ORDO/Orphanet_1094,Anonychia-microcephaly syndrome
http://www.orpha.net/ORDO/Orphanet_11,Pentasomy X syndrome
http://www.orpha.net/ORDO/Orphanet_110,Bardet-Biedl syndrome
http://www.orpha.net/ORDO/Orphanet_1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome
http://www.orpha.net/ORDO/Orphanet_1104,Anophthalmia plus syndrome
http://www.orpha.net/ORDO/Orphanet_1106,Microphthalmia with limb anomalies
http://www.orpha.net/ORDO/Orphanet_111,Barth syndrome
http://www.orpha.net/ORDO/Orphanet_1110,Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome
http://www.orpha.net/ORDO/Orphanet_1112,Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome
http://www.orpha.net/ORDO/Orphanet_1113,Aphalangy-syndactyly-microcephaly syndrome
http://www.orpha.net/ORDO/Orphanet_1114,Aplasia cutis congenita
http://www.orpha.net/ORDO/Orphanet_1116,Aplasia cutis congenita-intestinal lymphangiectasia syndrome
http://www.orpha.net/ORDO/Orphanet_1117,Aplasia cutis-myopia syndrome
http://www.orpha.net/ORDO/Orphanet_1118,Fibular aplasia-ectrodactyly syndrome
http://www.orpha.net/ORDO/Orphanet_112,Bartter syndrome
http://www.orpha.net/ORDO/Orphanet_1120,Lung agenesis-heart defect-thumb anomalies syndrome
http://www.orpha.net/ORDO/Orphanet_1121,Radial deficiency-tibial hypoplasia syndrome
http://www.orpha.net/ORDO/Orphanet_1122,Ulnar hypoplasia-split foot syndrome
http://www.orpha.net/ORDO/Orphanet_1123,Caudal appendage-deafness syndrome
http://www.orpha.net/ORDO/Orphanet_1125,"Ocular motor apraxia, Cogan type"
http://www.orpha.net/ORDO/Orphanet_1126,Aprosencephaly cerebellar dysgenesis
http://www.orpha.net/ORDO/Orphanet_1129,Arachnodactyly-abnormal ossification-intellectual disability syndrome
http://www.orpha.net/ORDO/Orphanet_113,Bazex-Dupré-Christol syndrome
http://www.orpha.net/ORDO/Orphanet_1130,Arachnodactyly-intellectual disability-dysmorphism syndrome
http://www.orpha.net/ORDO/Orphanet_1131,X-linked mandibulofacial dysostosis
http://www.orpha.net/ORDO/Orphanet_1133,AREDYLD syndrome
http://www.orpha.net/ORDO/Orphanet_1134,Isolated arrhinia
http://www.orpha.net/ORDO/Orphanet_114,Auriculoosteodysplasia
http://www.orpha.net/ORDO/Orphanet_1143,Neurogenic arthrogryposis multiplex congenita
http://www.orpha.net/ORDO/Orphanet_1144,Arthrogryposis-like hand anomaly-sensorineural deafness syndrome
http://www.orpha.net/ORDO/Orphanet_1145,Infantile-onset X-linked spinal muscular atrophy
http://www.orpha.net/ORDO/Orphanet_1146,Distal arthrogryposis type 1
http://www.orpha.net/ORDO/Orphanet_1147,Sheldon-Hall syndrome
http://www.orpha.net/ORDO/Orphanet_1149,Kuskokwim syndrome
http://www.orpha.net/ORDO/Orphanet_115,Congenital contractural arachnodactyly
http://www.orpha.net/ORDO/Orphanet_1150,Arthrogryposis multiplex congenita-whistling face syndrome
http://www.orpha.net/ORDO/Orphanet_1154,Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome
http://www.orpha.net/ORDO/Orphanet_1159,Progressive pseudorheumatoid dysplasia
http://www.orpha.net/ORDO/Orphanet_116,Beckwith-Wiedemann syndrome
http://www.orpha.net/ORDO/Orphanet_1160,Chylous ascites
http://www.orpha.net/ORDO/Orphanet_1163,Aspergillosis
http://www.orpha.net/ORDO/Orphanet_1164,Allergic bronchopulmonary aspergillosis
http://www.orpha.net/ORDO/Orphanet_1166,Congenital unilateral hypoplasia of depressor anguli oris
http://www.orpha.net/ORDO/Orphanet_1168,Ataxia-oculomotor apraxia type 1
http://www.orpha.net/ORDO/Orphanet_117,Behçet disease
http://www.orpha.net/ORDO/Orphanet_1170,Autosomal recessive cerebelloparenchymal disorder type 3
http://www.orpha.net/ORDO/Orphanet_1171,Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
http://www.orpha.net/ORDO/Orphanet_1173,Cerebellar ataxia-hypogonadism syndrome
http://www.orpha.net/ORDO/Orphanet_1174,Cerebellar ataxia-ectodermal dysplasia syndrome
http://www.orpha.net/ORDO/Orphanet_1175,X-linked progressive cerebellar ataxia
http://www.orpha.net/ORDO/Orphanet_1177,Early-onset cerebellar ataxia with retained tendon reflexes
http://www.orpha.net/ORDO/Orphanet_1178,Ataxia-tapetoretinal degeneration syndrome
http://www.orpha.net/ORDO/Orphanet_1179,Benign paroxysmal tonic upgaze of childhood with ataxia
http://www.orpha.net/ORDO/Orphanet_118,Beta-mannosidosis
http://www.orpha.net/ORDO/Orphanet_1180,Ataxia-hypogonadism-choroidal dystrophy syndrome
http://www.orpha.net/ORDO/Orphanet_1182,Spastic ataxia with congenital miosis
http://www.orpha.net/ORDO/Orphanet_1183,Opsoclonus-myoclonus syndrome
http://www.orpha.net/ORDO/Orphanet_1184,Ataxia-photosensitivity-short stature syndrome
http://www.orpha.net/ORDO/Orphanet_1185,Spinocerebellar ataxia-dysmorphism syndrome
http://www.orpha.net/ORDO/Orphanet_1186,Infantile-onset spinocerebellar ataxia
http://www.orpha.net/ORDO/Orphanet_1187,Lethal ataxia with deafness and optic atrophy
http://www.orpha.net/ORDO/Orphanet_1188,Ataxia-deafness-intellectual disability syndrome
http://www.orpha.net/ORDO/Orphanet_119,Beta-sarcoglycan-related limb-girdle muscular dystrophy R4
http://www.orpha.net/ORDO/Orphanet_1190,Atelosteogenesis type I
http://www.orpha.net/ORDO/Orphanet_1192,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
http://www.orpha.net/ORDO/Orphanet_1193,Atkin-Flaitz syndrome
http://www.orpha.net/ORDO/Orphanet_1194,TMEM70-related mitochondrial encephalo-cardio-myopathy
http://www.orpha.net/ORDO/Orphanet_1195,Congenital atransferrinemia
http://www.orpha.net/ORDO/Orphanet_1198,Colonic atresia
http://www.orpha.net/ORDO/Orphanet_1199,Esophageal atresia
http://www.orpha.net/ORDO/Orphanet_1200,Burn-McKeown syndrome
http://www.orpha.net/ORDO/Orphanet_1201,Small bowel atresia
http://www.orpha.net/ORDO/Orphanet_1202,Larynx atresia
http://www.orpha.net/ORDO/Orphanet_1203,Duodenal atresia
http://www.orpha.net/ORDO/Orphanet_1205,Mitral atresia
http://www.orpha.net/ORDO/Orphanet_1207,Pulmonary atresia with ventricular septal defect
http://www.orpha.net/ORDO/Orphanet_1208,Pulmonary atresia-intact ventricular septum syndrome
http://www.orpha.net/ORDO/Orphanet_1209,Tricuspid atresia
http://www.orpha.net/ORDO/Orphanet_1214,Progressive hemifacial atrophy
http://www.orpha.net/ORDO/Orphanet_1215,Autosomal dominant optic atrophy plus syndrome
http://www.orpha.net/ORDO/Orphanet_1216,Autosomal dominant congenital benign spinal muscular atrophy
http://www.orpha.net/ORDO/Orphanet_1217,Spinal atrophy-ophthalmoplegia-pyramidal syndrome
http://www.orpha.net/ORDO/Orphanet_122,Birt-Hogg-Dubé syndrome
http://www.orpha.net/ORDO/Orphanet_1221,Cheilitis glandularis
http://www.orpha.net/ORDO/Orphanet_1223,Balantidiasis
http://www.orpha.net/ORDO/Orphanet_1225,Baller-Gerold syndrome
http://www.orpha.net/ORDO/Orphanet_1226,Bamforth-Lazarus syndrome
http://www.orpha.net/ORDO/Orphanet_1227,Bangstad syndrome
http://www.orpha.net/ORDO/Orphanet_1228,Banki syndrome
http://www.orpha.net/ORDO/Orphanet_1229,Congenital intrauterine infection-like syndrome
http://www.orpha.net/ORDO/Orphanet_123,Björnstad syndrome
http://www.orpha.net/ORDO/Orphanet_1231,Barber-Say syndrome
http://www.orpha.net/ORDO/Orphanet_1234,Bartsocas-Papas syndrome
http://www.orpha.net/ORDO/Orphanet_1236,Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome
http://www.orpha.net/ORDO/Orphanet_1237,Beemer-Ertbruggen syndrome
http://www.orpha.net/ORDO/Orphanet_1239,Behr syndrome
http://www.orpha.net/ORDO/Orphanet_124,Diamond-Blackfan anemia
http://www.orpha.net/ORDO/Orphanet_1241,Bencze syndrome
http://www.orpha.net/ORDO/Orphanet_1243,Best vitelliform macular dystrophy
http://www.orpha.net/ORDO/Orphanet_1246,Brachydactyly-nystagmus-cerebellar ataxia syndrome
http://www.orpha.net/ORDO/Orphanet_1247,Schistosomiasis
http://www.orpha.net/ORDO/Orphanet_1248,Maxillonasal dysplasia
http://www.orpha.net/ORDO/Orphanet_125,Bloom syndrome
http://www.orpha.net/ORDO/Orphanet_1252,Blepharonasofacial malformation syndrome
http://www.orpha.net/ORDO/Orphanet_1253,Ascher syndrome
http://www.orpha.net/ORDO/Orphanet_1259,Blepharoptosis-myopia-ectopia lentis syndrome
http://www.orpha.net/ORDO/Orphanet_126,Blepharophimosis-ptosis-epicanthus inversus syndrome
http://www.orpha.net/ORDO/Orphanet_1261,Bonnemann-Meinecke-Reich syndrome
http://www.orpha.net/ORDO/Orphanet_1262,Böök syndrome
http://www.orpha.net/ORDO/Orphanet_1263,Boomerang dysplasia
http://www.orpha.net/ORDO/Orphanet_1264,Tricho-retino-dento-digital syndrome
http://www.orpha.net/ORDO/Orphanet_1267,Botulism
http://www.orpha.net/ORDO/Orphanet_127,Borjeson-Forssman-Lehmann syndrome
http://www.orpha.net/ORDO/Orphanet_1270,Bowen-Conradi syndrome
http://www.orpha.net/ORDO/Orphanet_1272,Aymé-Gripp syndrome
http://www.orpha.net/ORDO/Orphanet_1275,Brachydactyly-elbow wrist dysplasia syndrome
http://www.orpha.net/ORDO/Orphanet_1276,Brachydactyly-arterial hypertension syndrome
http://www.orpha.net/ORDO/Orphanet_1277,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome
http://www.orpha.net/ORDO/Orphanet_1278,Brachydactyly-preaxial hallux varus syndrome
http://www.orpha.net/ORDO/Orphanet_128,Diphyllobothriasis
http://www.orpha.net/ORDO/Orphanet_129,Pseudopelade of Brocq
http://www.orpha.net/ORDO/Orphanet_1292,Brachymorphism-onychodysplasia-dysphalangism syndrome
http://www.orpha.net/ORDO/Orphanet_1295,Brachytelephalangy-dysmorphism-Kallmann syndrome
http://www.orpha.net/ORDO/Orphanet_1296,Lambert syndrome
http://www.orpha.net/ORDO/Orphanet_1297,Branchio-oculo-facial syndrome
http://www.orpha.net/ORDO/Orphanet_1299,Branchioskeletogenital syndrome
http://www.orpha.net/ORDO/Orphanet_130,Brugada syndrome
http://www.orpha.net/ORDO/Orphanet_1300,Autosomal dominant popliteal pterygium syndrome
http://www.orpha.net/ORDO/Orphanet_1302,Cryptogenic organizing pneumonia
http://www.orpha.net/ORDO/Orphanet_1304,Brucellosis
http://www.orpha.net/ORDO/Orphanet_1305,Feingold syndrome
http://www.orpha.net/ORDO/Orphanet_1307,Distal limb deficiencies-micrognathia syndrome
http://www.orpha.net/ORDO/Orphanet_1308,C syndrome
http://www.orpha.net/ORDO/Orphanet_1309,Medullary sponge kidney
http://www.orpha.net/ORDO/Orphanet_131,Budd-Chiari syndrome
http://www.orpha.net/ORDO/Orphanet_1310,Caffey disease
http://www.orpha.net/ORDO/Orphanet_1313,Infantile choroidocerebral calcification syndrome
http://www.orpha.net/ORDO/Orphanet_1314,Symmetrical thalamic calcifications
http://www.orpha.net/ORDO/Orphanet_1318,"Campomelia, Cumming type"
http://www.orpha.net/ORDO/Orphanet_1319,Camptobrachydactyly
http://www.orpha.net/ORDO/Orphanet_132,Hereditary butyrylcholinesterase deficiency
http://www.orpha.net/ORDO/Orphanet_1320,Idiopathic camptocormia
http://www.orpha.net/ORDO/Orphanet_1321,Camptodactyly-fibrous tissue hyperplasia-skeletal anomalies syndrome
http://www.orpha.net/ORDO/Orphanet_1323,Camptodactyly-joint contractures-facial skeletal defects syndrome
http://www.orpha.net/ORDO/Orphanet_1325,Camptodactyly-taurinuria syndrome
http://www.orpha.net/ORDO/Orphanet_1326,"Camptodactyly syndrome, Guadalajara type 2"
http://www.orpha.net/ORDO/Orphanet_1327,"Camptodactyly syndrome, Guadalajara type 1"
http://www.orpha.net/ORDO/Orphanet_1328,Camurati-Engelmann disease
http://www.orpha.net/ORDO/Orphanet_1329,Complete atrioventricular septal defect
http://www.orpha.net/ORDO/Orphanet_133,Chronic beryllium disease
http://www.orpha.net/ORDO/Orphanet_1330,Partial atrioventricular septal defect
http://www.orpha.net/ORDO/Orphanet_1331,Familial prostate cancer
http://www.orpha.net/ORDO/Orphanet_1332,Medullary thyroid carcinoma
http://www.orpha.net/ORDO/Orphanet_1333,Familial pancreatic carcinoma
http://www.orpha.net/ORDO/Orphanet_1334,Chronic mucocutaneous candidiasis
http://www.orpha.net/ORDO/Orphanet_1335,Pentalogy of Cantrell
http://www.orpha.net/ORDO/Orphanet_1336,Hyperkeratosis-hyperpigmentation syndrome
http://www.orpha.net/ORDO/Orphanet_1338,Heart defect-tongue hamartoma-polysyndactyly syndrome
http://www.orpha.net/ORDO/Orphanet_134,Beta-ketothiolase deficiency
http://www.orpha.net/ORDO/Orphanet_1340,Cardiofaciocutaneous syndrome
http://www.orpha.net/ORDO/Orphanet_1342,Heart-hand syndrome type 3
http://www.orpha.net/ORDO/Orphanet_1344,Atrial standstill
http://www.orpha.net/ORDO/Orphanet_1345,Cardiomyopathy-cataract-hip spine disease syndrome
http://www.orpha.net/ORDO/Orphanet_1349,Mitochondrial DNA-related cardiomyopathy and hearing loss
http://www.orpha.net/ORDO/Orphanet_135,CACH syndrome
http://www.orpha.net/ORDO/Orphanet_1350,Heart-hand syndrome type 2
http://www.orpha.net/ORDO/Orphanet_1352,Atrioventricular defect-blepharophimosis-radial and anal defect syndrome
http://www.orpha.net/ORDO/Orphanet_1354,Heart defects-limb shortening syndrome
http://www.orpha.net/ORDO/Orphanet_1355,Congenital heart defect-round face-developmental delay syndrome
http://www.orpha.net/ORDO/Orphanet_1358,Carey-Fineman-Ziter syndrome
http://www.orpha.net/ORDO/Orphanet_1359,Carney complex
http://www.orpha.net/ORDO/Orphanet_136,Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy
http://www.orpha.net/ORDO/Orphanet_1361,Carnosinase deficiency
http://www.orpha.net/ORDO/Orphanet_1366,Autosomal recessive palmoplantar keratoderma and congenital alopecia
http://www.orpha.net/ORDO/Orphanet_1368,Cataract-ataxia-deafness syndrome
http://www.orpha.net/ORDO/Orphanet_1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
http://www.orpha.net/ORDO/Orphanet_1373,Cataract-aberrant oral frenula-growth delay syndrome
http://www.orpha.net/ORDO/Orphanet_1375,Cataract-hypertrichosis-intellectual disability syndrome
http://www.orpha.net/ORDO/Orphanet_137577,Neonatal hypoxic and ischemic brain injury
http://www.orpha.net/ORDO/Orphanet_137583,Vulvar intraepithelial neoplasia
http://www.orpha.net/ORDO/Orphanet_137593,Infectious epithelial keratitis
http://www.orpha.net/ORDO/Orphanet_137596,Neurotrophic keratopathy
http://www.orpha.net/ORDO/Orphanet_137599,Herpes simplex virus stromal keratitis
http://www.orpha.net/ORDO/Orphanet_137602,Corneal endotheliitis
http://www.orpha.net/ORDO/Orphanet_137605,Legius syndrome
http://www.orpha.net/ORDO/Orphanet_137608,Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
http://www.orpha.net/ORDO/Orphanet_137617,Nephrogenic systemic fibrosis
